id,video_dir,video_name,class,split
0002075,INCLUDE/Society/7. Team/MVI_8684.MP4,MVI_8684.MP4,team,train
0002076,INCLUDE/Society/7. Team/MVI_4278.MOV,MVI_4278.MOV,team,train
0002077,INCLUDE/Society/12. Peace/MVI_4298.MOV,MVI_4298.MOV,peace,train
0002078,INCLUDE/Society/12. Peace/MVI_8702.MP4,MVI_8702.MP4,peace,train
0002079,INCLUDE/Society/12. Peace/MVI_4834.MOV,MVI_4834.MOV,peace,train
0002080,INCLUDE/Society/12. Peace/MVI_8704.MP4,MVI_8704.MP4,peace,val
0002081,INCLUDE/Society/12. Peace/MVI_8705.MP4,MVI_8705.MP4,peace,train
0002082,INCLUDE/Society/12. Peace/MVI_8962.MP4,MVI_8962.MP4,peace,val
0002083,INCLUDE/Society/12. Peace/MVI_4296.MOV,MVI_4296.MOV,peace,train
0002084,INCLUDE/Society/12. Peace/MVI_4297.MOV,MVI_4297.MOV,peace,train
0002085,INCLUDE/Society/12. Peace/MVI_8961.MP4,MVI_8961.MP4,peace,train
0002086,INCLUDE/Society/12. Peace/MVI_4295.MOV,MVI_4295.MOV,peace,train
0002087,INCLUDE/Society/12. Peace/MVI_8960.MP4,MVI_8960.MP4,peace,train
0002088,INCLUDE/Colours/53. Orange/MVI_3737.MOV,MVI_3737.MOV,orange,train
0002089,INCLUDE/Colours/53. Orange/MVI_4038.MOV,MVI_4038.MOV,orange,train
0002090,INCLUDE/Colours/53. Orange/MVI_4214.MOV,MVI_4214.MOV,orange,train
0002091,INCLUDE/Colours/53. Orange/MVI_5057.MOV,MVI_5057.MOV,orange,train
0002092,INCLUDE/Colours/53. Orange/MVI_4037.MOV,MVI_4037.MOV,orange,train
0002093,INCLUDE/Colours/53. Orange/MVI_4036.MOV,MVI_4036.MOV,orange,train
0002094,INCLUDE/Colours/53. Orange/MVI_3886.MOV,MVI_3886.MOV,orange,train
0002095,INCLUDE/Colours/53. Orange/MVI_5204.MOV,MVI_5204.MOV,orange,train
0002096,INCLUDE/Colours/53. Orange/MVI_3884.MOV,MVI_3884.MOV,orange,val
0002097,INCLUDE/Colours/53. Orange/MVI_3738.MOV,MVI_3738.MOV,orange,train
0002098,INCLUDE/Colours/53. Orange/MVI_4916.MOV,MVI_4916.MOV,orange,train
0002099,INCLUDE/Colours/53. Orange/MVI_8618.MP4,MVI_8618.MP4,orange,train
0002100,INCLUDE/Colours/53. Orange/MVI_4917.MOV,MVI_4917.MOV,orange,train
0002101,INCLUDE/Colours/53. Orange/MVI_3739.MOV,MVI_3739.MOV,orange,train
0002102,INCLUDE/Colours/53. Orange/MVI_4915.MOV,MVI_4915.MOV,orange,train
0002103,INCLUDE/Colours/53. Orange/MVI_5203.MOV,MVI_5203.MOV,orange,val
0002104,INCLUDE/Colours/52. Pink/MVI_3736.MOV,MVI_3736.MOV,pink,train
0002105,INCLUDE/Colours/52. Pink/MVI_3734.MOV,MVI_3734.MOV,pink,train
0002106,INCLUDE/Colours/52. Pink/MVI_3735.MOV,MVI_3735.MOV,pink,train
0002107,INCLUDE/Colours/52. Pink/MVI_5052.MOV,MVI_5052.MOV,pink,val
0002108,INCLUDE/Colours/52. Pink/MVI_4213.MOV,MVI_4213.MOV,pink,train
0002109,INCLUDE/Colours/52. Pink/MVI_5054.MOV,MVI_5054.MOV,pink,train
0002110,INCLUDE/Colours/52. Pink/MVI_4033.MOV,MVI_4033.MOV,pink,train
0002111,INCLUDE/Colours/52. Pink/MVI_4034.MOV,MVI_4034.MOV,pink,train
0002112,INCLUDE/Colours/52. Pink/MVI_4035.MOV,MVI_4035.MOV,pink,train
0002113,INCLUDE/Colours/52. Pink/MVI_4913.MOV,MVI_4913.MOV,pink,val
0002114,INCLUDE/Colours/52. Pink/MVI_4912.MOV,MVI_4912.MOV,pink,train
0002115,INCLUDE/Colours/52. Pink/MVI_5201.MOV,MVI_5201.MOV,pink,train
0002116,INCLUDE/Colours/52. Pink/MVI_5200.MOV,MVI_5200.MOV,pink,train
0002117,INCLUDE/Colours/52. Pink/MVI_3881.MOV,MVI_3881.MOV,pink,train
0002118,INCLUDE/Colours/52. Pink/MVI_3883.MOV,MVI_3883.MOV,pink,train
0002119,INCLUDE/Colours/52. Pink/MVI_4914.MOV,MVI_4914.MOV,pink,train
0002120,INCLUDE/Colours/47. Red/MVI_5186.MOV,MVI_5186.MOV,red,val
0002121,INCLUDE/Colours/47. Red/MVI_5184.MOV,MVI_5184.MOV,red,train
0002122,INCLUDE/Colours/47. Red/MVI_3867.MOV,MVI_3867.MOV,red,train
0002123,INCLUDE/Colours/47. Red/MVI_3866.MOV,MVI_3866.MOV,red,train
0002124,INCLUDE/Colours/47. Red/MVI_5185.MOV,MVI_5185.MOV,red,train
0002125,INCLUDE/Colours/47. Red/MVI_3721.MOV,MVI_3721.MOV,red,train
0002126,INCLUDE/Colours/47. Red/MVI_3719.MOV,MVI_3719.MOV,red,train
0002127,INCLUDE/Colours/47. Red/MVI_5037.MOV,MVI_5037.MOV,red,train
0002128,INCLUDE/Colours/47. Red/MVI_4897.MOV,MVI_4897.MOV,red,train
0002129,INCLUDE/Colours/47. Red/MVI_8612.MP4,MVI_8612.MP4,red,train
0002130,INCLUDE/Colours/47. Red/MVI_4207.MOV,MVI_4207.MOV,red,train
0002131,INCLUDE/Colours/47. Red/MVI_4017.MOV,MVI_4017.MOV,red,train
0002132,INCLUDE/Colours/47. Red/MVI_5039.MOV,MVI_5039.MOV,red,train
0002133,INCLUDE/Colours/47. Red/MVI_5038.MOV,MVI_5038.MOV,red,train
0002134,INCLUDE/Colours/47. Red/MVI_4899.MOV,MVI_4899.MOV,red,val
0002135,INCLUDE/Colours/47. Red/MVI_3868.MOV,MVI_3868.MOV,red,train
0002136,INCLUDE/Colours/48. Green/MVI_3723.MOV,MVI_3723.MOV,green,train
0002137,INCLUDE/Colours/48. Green/MVI_5187.MOV,MVI_5187.MOV,green,train
0002138,INCLUDE/Colours/48. Green/MVI_3871.MOV,MVI_3871.MOV,green,train
0002139,INCLUDE/Colours/48. Green/MVI_3724.MOV,MVI_3724.MOV,green,val
0002140,INCLUDE/Colours/48. Green/MVI_8613.MP4,MVI_8613.MP4,green,train
0002141,INCLUDE/Colours/48. Green/MVI_5041.MOV,MVI_5041.MOV,green,train
0002142,INCLUDE/Colours/48. Green/MVI_5040.MOV,MVI_5040.MOV,green,train
0002143,INCLUDE/Colours/48. Green/MVI_5042.MOV,MVI_5042.MOV,green,train
0002144,INCLUDE/Colours/48. Green/MVI_4020.MOV,MVI_4020.MOV,green,train
0002145,INCLUDE/Colours/48. Green/MVI_4021.MOV,MVI_4021.MOV,green,train
0002146,INCLUDE/Colours/48. Green/MVI_4208.MOV,MVI_4208.MOV,green,train
0002147,INCLUDE/Colours/48. Green/MVI_4022.MOV,MVI_4022.MOV,green,train
0002148,INCLUDE/Colours/48. Green/MVI_4902.MOV,MVI_4902.MOV,green,train
0002149,INCLUDE/Colours/48. Green/MVI_5188.MOV,MVI_5188.MOV,green,train
0002150,INCLUDE/Colours/48. Green/MVI_3869.MOV,MVI_3869.MOV,green,train
0002151,INCLUDE/Colours/48. Green/MVI_4900.MOV,MVI_4900.MOV,green,val
0002152,INCLUDE/Colours/55. White/MVI_4923.MOV,MVI_4923.MOV,white,val
0002153,INCLUDE/Colours/55. White/MVI_5209.MOV,MVI_5209.MOV,white,train
0002154,INCLUDE/Colours/55. White/MVI_4922.MOV,MVI_4922.MOV,white,train
0002155,INCLUDE/Colours/55. White/MVI_4921.MOV,MVI_4921.MOV,white,train
0002156,INCLUDE/Colours/55. White/MVI_3743.MOV,MVI_3743.MOV,white,val
0002157,INCLUDE/Colours/55. White/MVI_4216.MOV,MVI_4216.MOV,white,train
0002158,INCLUDE/Colours/55. White/MVI_3745.MOV,MVI_3745.MOV,white,train
0002159,INCLUDE/Colours/55. White/MVI_5061.MOV,MVI_5061.MOV,white,train
0002160,INCLUDE/Colours/55. White/MVI_5063.MOV,MVI_5063.MOV,white,train
0002161,INCLUDE/Colours/55. White/MVI_4044.MOV,MVI_4044.MOV,white,train
0002162,INCLUDE/Colours/55. White/MVI_8620.MP4,MVI_8620.MP4,white,train
0002163,INCLUDE/Colours/55. White/MVI_5210.MOV,MVI_5210.MOV,white,train
0002164,INCLUDE/Colours/55. White/MVI_3891.MOV,MVI_3891.MOV,white,train
0002165,INCLUDE/Colours/55. White/MVI_3890.MOV,MVI_3890.MOV,white,train
0002166,INCLUDE/Colours/55. White/MVI_4043.MOV,MVI_4043.MOV,white,train
0002167,INCLUDE/Colours/55. White/MVI_4042.MOV,MVI_4042.MOV,white,train
0002168,INCLUDE/Colours/50. Yellow/MVI_5193.MOV,MVI_5193.MOV,yellow,val
0002169,INCLUDE/Colours/50. Yellow/MVI_8615.MP4,MVI_8615.MP4,yellow,train
0002170,INCLUDE/Colours/50. Yellow/MVI_5195.MOV,MVI_5195.MOV,yellow,train
0002171,INCLUDE/Colours/50. Yellow/MVI_3876.MOV,MVI_3876.MOV,yellow,val
0002172,INCLUDE/Colours/50. Yellow/MVI_3877.MOV,MVI_3877.MOV,yellow,train
0002173,INCLUDE/Colours/50. Yellow/MVI_5194.MOV,MVI_5194.MOV,yellow,train
0002174,INCLUDE/Colours/50. Yellow/MVI_3875.MOV,MVI_3875.MOV,yellow,train
0002175,INCLUDE/Colours/50. Yellow/MVI_4211.MOV,MVI_4211.MOV,yellow,train
0002176,INCLUDE/Colours/50. Yellow/MVI_5047.MOV,MVI_5047.MOV,yellow,train
0002177,INCLUDE/Colours/50. Yellow/MVI_5046.MOV,MVI_5046.MOV,yellow,train
0002178,INCLUDE/Colours/50. Yellow/MVI_4029.MOV,MVI_4029.MOV,yellow,train
0002179,INCLUDE/Colours/50. Yellow/MVI_4028.MOV,MVI_4028.MOV,yellow,train
0002180,INCLUDE/Colours/50. Yellow/MVI_4027.MOV,MVI_4027.MOV,yellow,train
0002181,INCLUDE/Colours/50. Yellow/MVI_4907.MOV,MVI_4907.MOV,yellow,train
0002182,INCLUDE/Colours/50. Yellow/MVI_4906.MOV,MVI_4906.MOV,yellow,train
0002183,INCLUDE/Colours/50. Yellow/MVI_3728.MOV,MVI_3728.MOV,yellow,train
0002184,INCLUDE/Colours/49. Blue/MVI_5192.MOV,MVI_5192.MOV,blue,train
0002185,INCLUDE/Colours/49. Blue/MVI_5190.MOV,MVI_5190.MOV,blue,train
0002186,INCLUDE/Colours/49. Blue/MVI_3873.MOV,MVI_3873.MOV,blue,train
0002187,INCLUDE/Colours/49. Blue/MVI_8614.MP4,MVI_8614.MP4,blue,train
0002188,INCLUDE/Colours/49. Blue/MVI_5191.MOV,MVI_5191.MOV,blue,train
0002189,INCLUDE/Colours/49. Blue/MVI_3725.MOV,MVI_3725.MOV,blue,train
0002190,INCLUDE/Colours/49. Blue/MVI_3726.MOV,MVI_3726.MOV,blue,train
0002191,INCLUDE/Colours/49. Blue/MVI_3727.MOV,MVI_3727.MOV,blue,train
0002192,INCLUDE/Colours/49. Blue/MVI_5044.MOV,MVI_5044.MOV,blue,val
0002193,INCLUDE/Colours/49. Blue/MVI_5045.MOV,MVI_5045.MOV,blue,val
0002194,INCLUDE/Colours/49. Blue/MVI_5043.MOV,MVI_5043.MOV,blue,train
0002195,INCLUDE/Colours/49. Blue/MVI_4025.MOV,MVI_4025.MOV,blue,train
0002196,INCLUDE/Colours/49. Blue/MVI_4024.MOV,MVI_4024.MOV,blue,train
0002197,INCLUDE/Colours/49. Blue/MVI_4904.MOV,MVI_4904.MOV,blue,train
0002198,INCLUDE/Colours/49. Blue/MVI_4905.MOV,MVI_4905.MOV,blue,train
0002199,INCLUDE/Colours/49. Blue/MVI_4903.MOV,MVI_4903.MOV,blue,train
0002200,INCLUDE/Colours/56. Grey/MVI_4924.MOV,MVI_4924.MOV,grey,train
0002201,INCLUDE/Colours/56. Grey/MVI_4926.MOV,MVI_4926.MOV,grey,train
0002202,INCLUDE/Colours/56. Grey/MVI_4927.MOV,MVI_4927.MOV,grey,train
0002203,INCLUDE/Colours/56. Grey/MVI_3746.MOV,MVI_3746.MOV,grey,train
0002204,INCLUDE/Colours/56. Grey/MVI_4217.MOV,MVI_4217.MOV,grey,val
0002205,INCLUDE/Colours/56. Grey/MVI_3747.MOV,MVI_3747.MOV,grey,train
0002206,INCLUDE/Colours/56. Grey/MVI_3749.MOV,MVI_3749.MOV,grey,train
0002207,INCLUDE/Colours/56. Grey/MVI_5066.MOV,MVI_5066.MOV,grey,train
0002208,INCLUDE/Colours/56. Grey/MVI_3748.MOV,MVI_3748.MOV,grey,train
0002209,INCLUDE/Colours/56. Grey/MVI_5065.MOV,MVI_5065.MOV,grey,val
0002210,INCLUDE/Colours/56. Grey/MVI_5064.MOV,MVI_5064.MOV,grey,train
0002211,INCLUDE/Colours/56. Grey/MVI_5212.MOV,MVI_5212.MOV,grey,train
0002212,INCLUDE/Colours/56. Grey/MVI_4046.MOV,MVI_4046.MOV,grey,train
0002213,INCLUDE/Colours/56. Grey/MVI_4047.MOV,MVI_4047.MOV,grey,train
0002214,INCLUDE/Colours/56. Grey/MVI_3894.MOV,MVI_3894.MOV,grey,train
0002215,INCLUDE/Colours/56. Grey/MVI_3895.MOV,MVI_3895.MOV,grey,train
0002216,INCLUDE/Colours/56. Grey/MVI_3896.MOV,MVI_3896.MOV,grey,train
0002217,INCLUDE/Colours/57. Colour/MVI_3898.MOV,MVI_3898.MOV,colour,val
0002218,INCLUDE/Colours/57. Colour/MVI_3899.MOV,MVI_3899.MOV,colour,train
0002219,INCLUDE/Colours/57. Colour/MVI_4049.MOV,MVI_4049.MOV,colour,train
0002220,INCLUDE/Colours/57. Colour/MVI_4048.MOV,MVI_4048.MOV,colour,train
0002221,INCLUDE/Colours/57. Colour/MVI_3752.MOV,MVI_3752.MOV,colour,train
0002222,INCLUDE/Colours/57. Colour/MVI_5069.MOV,MVI_5069.MOV,colour,train
0002223,INCLUDE/Colours/57. Colour/MVI_3751.MOV,MVI_3751.MOV,colour,train
0002224,INCLUDE/Colours/57. Colour/MVI_3750.MOV,MVI_3750.MOV,colour,train
0002225,INCLUDE/Colours/57. Colour/MVI_4218.MOV,MVI_4218.MOV,colour,train
0002226,INCLUDE/Colours/57. Colour/MVI_5070.MOV,MVI_5070.MOV,colour,train
0002227,INCLUDE/Colours/57. Colour/MVI_8622.MP4,MVI_8622.MP4,colour,train
0002228,INCLUDE/Colours/57. Colour/MVI_4050.MOV,MVI_4050.MOV,colour,train
0002229,INCLUDE/Colours/57. Colour/MVI_4929.MOV,MVI_4929.MOV,colour,train
0002230,INCLUDE/Colours/57. Colour/MVI_3897.MOV,MVI_3897.MOV,colour,train
0002231,INCLUDE/Colours/57. Colour/MVI_5217.MOV,MVI_5217.MOV,colour,train
0002232,INCLUDE/Colours/57. Colour/MVI_4928.MOV,MVI_4928.MOV,colour,val
0002233,INCLUDE/Colours/51. Brown/MVI_8616.MP4,MVI_8616.MP4,brown,train
0002234,INCLUDE/Colours/51. Brown/MVI_3731.MOV,MVI_3731.MOV,brown,train
0002235,INCLUDE/Colours/51. Brown/MVI_3732.MOV,MVI_3732.MOV,brown,train
0002236,INCLUDE/Colours/51. Brown/MVI_5196.MOV,MVI_5196.MOV,brown,train
0002237,INCLUDE/Colours/51. Brown/MVI_4909.MOV,MVI_4909.MOV,brown,val
0002238,INCLUDE/Colours/51. Brown/MVI_4212.MOV,MVI_4212.MOV,brown,train
0002239,INCLUDE/Colours/51. Brown/MVI_5050.MOV,MVI_5050.MOV,brown,train
0002240,INCLUDE/Colours/51. Brown/MVI_5051.MOV,MVI_5051.MOV,brown,train
0002241,INCLUDE/Colours/51. Brown/MVI_4032.MOV,MVI_4032.MOV,brown,train
0002242,INCLUDE/Colours/51. Brown/MVI_4031.MOV,MVI_4031.MOV,brown,train
0002243,INCLUDE/Colours/51. Brown/MVI_5049.MOV,MVI_5049.MOV,brown,train
0002244,INCLUDE/Colours/51. Brown/MVI_4910.MOV,MVI_4910.MOV,brown,val
0002245,INCLUDE/Colours/51. Brown/MVI_3879.MOV,MVI_3879.MOV,brown,train
0002246,INCLUDE/Colours/51. Brown/MVI_3878.MOV,MVI_3878.MOV,brown,train
0002247,INCLUDE/Colours/51. Brown/MVI_4911.MOV,MVI_4911.MOV,brown,train
0002248,INCLUDE/Colours/51. Brown/MVI_5199.MOV,MVI_5199.MOV,brown,train
0002249,INCLUDE/Colours/51. Brown/MVI_5198.MOV,MVI_5198.MOV,brown,train
0002250,INCLUDE/Colours/54. Black/MVI_4919.MOV,MVI_4919.MOV,black,train
0002251,INCLUDE/Colours/54. Black/MVI_5208.MOV,MVI_5208.MOV,black,train
0002252,INCLUDE/Colours/54. Black/MVI_3889.MOV,MVI_3889.MOV,black,train
0002253,INCLUDE/Colours/54. Black/MVI_3888.MOV,MVI_3888.MOV,black,train
0002254,INCLUDE/Colours/54. Black/MVI_4920.MOV,MVI_4920.MOV,black,train
0002255,INCLUDE/Colours/54. Black/MVI_3740.MOV,MVI_3740.MOV,black,train
0002256,INCLUDE/Colours/54. Black/MVI_3741.MOV,MVI_3741.MOV,black,train
0002257,INCLUDE/Colours/54. Black/MVI_3742.MOV,MVI_3742.MOV,black,val
0002258,INCLUDE/Colours/54. Black/MVI_4215.MOV,MVI_4215.MOV,black,train
0002259,INCLUDE/Colours/54. Black/MVI_5059.MOV,MVI_5059.MOV,black,train
0002260,INCLUDE/Colours/54. Black/MVI_5060.MOV,MVI_5060.MOV,black,train
0002261,INCLUDE/Colours/54. Black/MVI_5207.MOV,MVI_5207.MOV,black,train
0002262,INCLUDE/Colours/54. Black/MVI_3887.MOV,MVI_3887.MOV,black,val
0002263,INCLUDE/Colours/54. Black/MVI_5206.MOV,MVI_5206.MOV,black,train
0002264,INCLUDE/Colours/54. Black/MVI_4040.MOV,MVI_4040.MOV,black,train
0002265,INCLUDE/Colours/54. Black/MVI_4041.MOV,MVI_4041.MOV,black,train
0002266,INCLUDE/Days_and_Time/74. Tomorrow/MVI_5036.MOV,MVI_5036.MOV,tomorrow,train
0002267,INCLUDE/Days_and_Time/74. Tomorrow/MVI_5035.MOV,MVI_5035.MOV,tomorrow,train
0002268,INCLUDE/Days_and_Time/74. Tomorrow/MVI_5034.MOV,MVI_5034.MOV,tomorrow,train
0002269,INCLUDE/Days_and_Time/74. Tomorrow/MVI_5476.MOV,MVI_5476.MOV,tomorrow,train
0002270,INCLUDE/Days_and_Time/74. Tomorrow/MVI_4620.MOV,MVI_4620.MOV,tomorrow,train
0002271,INCLUDE/Days_and_Time/74. Tomorrow/MVI_4621.MOV,MVI_4621.MOV,tomorrow,val
0002272,INCLUDE/Days_and_Time/74. Tomorrow/MVI_5475.MOV,MVI_5475.MOV,tomorrow,train
0002273,INCLUDE/Days_and_Time/74. Tomorrow/MVI_9165.MP4,MVI_9165.MP4,tomorrow,train
0002274,INCLUDE/Days_and_Time/74. Tomorrow/MVI_4622.MOV,MVI_4622.MOV,tomorrow,train
0002275,INCLUDE/Days_and_Time/74. Tomorrow/MVI_9164.MP4,MVI_9164.MP4,tomorrow,train
0002276,INCLUDE/Days_and_Time/74. Tomorrow/MVI_5474.MOV,MVI_5474.MOV,tomorrow,val
0002277,INCLUDE/Days_and_Time/74. Tomorrow/MVI_9163.MP4,MVI_9163.MP4,tomorrow,train
0002278,INCLUDE/Days_and_Time/74. Tomorrow/MVI_4619.MOV,MVI_4619.MOV,tomorrow,train
0002279,INCLUDE/Days_and_Time/69. Wednesday/MVI_5018.MOV,MVI_5018.MOV,wednesday,train
0002280,INCLUDE/Days_and_Time/69. Wednesday/MVI_5457.MOV,MVI_5457.MOV,wednesday,train
0002281,INCLUDE/Days_and_Time/69. Wednesday/MVI_4601.MOV,MVI_4601.MOV,wednesday,train
0002282,INCLUDE/Days_and_Time/69. Wednesday/MVI_5456.MOV,MVI_5456.MOV,wednesday,val
0002283,INCLUDE/Days_and_Time/69. Wednesday/MVI_5454.MOV,MVI_5454.MOV,wednesday,train
0002284,INCLUDE/Days_and_Time/69. Wednesday/MVI_9150.MP4,MVI_9150.MP4,wednesday,train
0002285,INCLUDE/Days_and_Time/69. Wednesday/MVI_4602.MOV,MVI_4602.MOV,wednesday,val
0002286,INCLUDE/Days_and_Time/69. Wednesday/MVI_5455.MOV,MVI_5455.MOV,wednesday,train
0002287,INCLUDE/Days_and_Time/69. Wednesday/MVI_4599.MOV,MVI_4599.MOV,wednesday,train
0002288,INCLUDE/Days_and_Time/69. Wednesday/MVI_9148.MP4,MVI_9148.MP4,wednesday,train
0002289,INCLUDE/Days_and_Time/69. Wednesday/MVI_9149.MP4,MVI_9149.MP4,wednesday,train
0002290,INCLUDE/Days_and_Time/69. Wednesday/MVI_5017.MOV,MVI_5017.MOV,wednesday,train
0002291,INCLUDE/Days_and_Time/69. Wednesday/MVI_5016.MOV,MVI_5016.MOV,wednesday,train
0002292,INCLUDE/Days_and_Time/68. Tuesday/MVI_9147.MP4,MVI_9147.MP4,tuesday,train
0002293,INCLUDE/Days_and_Time/68. Tuesday/MVI_9146.MP4,MVI_9146.MP4,tuesday,train
0002294,INCLUDE/Days_and_Time/68. Tuesday/MVI_9145.MP4,MVI_9145.MP4,tuesday,train
0002295,INCLUDE/Days_and_Time/68. Tuesday/MVI_5451.MOV,MVI_5451.MOV,tuesday,train
0002296,INCLUDE/Days_and_Time/68. Tuesday/MVI_5450.MOV,MVI_5450.MOV,tuesday,train
0002297,INCLUDE/Days_and_Time/68. Tuesday/MVI_5452.MOV,MVI_5452.MOV,tuesday,train
0002298,INCLUDE/Days_and_Time/68. Tuesday/MVI_4598.MOV,MVI_4598.MOV,tuesday,train
0002299,INCLUDE/Days_and_Time/68. Tuesday/MVI_5453.MOV,MVI_5453.MOV,tuesday,val
0002300,INCLUDE/Days_and_Time/68. Tuesday/MVI_4595.MOV,MVI_4595.MOV,tuesday,train
0002301,INCLUDE/Days_and_Time/68. Tuesday/MVI_4597.MOV,MVI_4597.MOV,tuesday,train
0002302,INCLUDE/Days_and_Time/68. Tuesday/MVI_5012.MOV,MVI_5012.MOV,tuesday,train
0002303,INCLUDE/Days_and_Time/68. Tuesday/MVI_5013.MOV,MVI_5013.MOV,tuesday,val
0002304,INCLUDE/Days_and_Time/68. Tuesday/MVI_5014.MOV,MVI_5014.MOV,tuesday,train
0002305,INCLUDE/Days_and_Time/66. Sunday/MVI_5443.MOV,MVI_5443.MOV,sunday,train
0002306,INCLUDE/Days_and_Time/66. Sunday/MVI_4588.MOV,MVI_4588.MOV,sunday,train
0002307,INCLUDE/Days_and_Time/66. Sunday/MVI_4589.MOV,MVI_4589.MOV,sunday,train
0002308,INCLUDE/Days_and_Time/66. Sunday/MVI_5442.MOV,MVI_5442.MOV,sunday,train
0002309,INCLUDE/Days_and_Time/66. Sunday/MVI_5445.MOV,MVI_5445.MOV,sunday,train
0002310,INCLUDE/Days_and_Time/66. Sunday/MVI_9141.MP4,MVI_9141.MP4,sunday,train
0002311,INCLUDE/Days_and_Time/66. Sunday/MVI_9140.MP4,MVI_9140.MP4,sunday,val
0002312,INCLUDE/Days_and_Time/66. Sunday/MVI_5444.MOV,MVI_5444.MOV,sunday,train
0002313,INCLUDE/Days_and_Time/66. Sunday/MVI_4586.MOV,MVI_4586.MOV,sunday,val
0002314,INCLUDE/Days_and_Time/66. Sunday/MVI_4590.MOV,MVI_4590.MOV,sunday,train
0002315,INCLUDE/Days_and_Time/66. Sunday/MVI_9139.MP4,MVI_9139.MP4,sunday,train
0002316,INCLUDE/Days_and_Time/66. Sunday/MVI_5005.MOV,MVI_5005.MOV,sunday,train
0002317,INCLUDE/Days_and_Time/66. Sunday/MVI_5006.MOV,MVI_5006.MOV,sunday,train
0002318,INCLUDE/Days_and_Time/82. Morning/MVI_9190.MP4,MVI_9190.MP4,morning,val
0002319,INCLUDE/Days_and_Time/82. Morning/MVI_5508.MOV,MVI_5508.MOV,morning,train
0002320,INCLUDE/Days_and_Time/82. Morning/MVI_5509.MOV,MVI_5509.MOV,morning,train
0002321,INCLUDE/Days_and_Time/82. Morning/MVI_5060.MOV,MVI_5060.MOV,morning,train
0002322,INCLUDE/Days_and_Time/82. Morning/MVI_5510.MOV,MVI_5510.MOV,morning,val
0002323,INCLUDE/Days_and_Time/82. Morning/MVI_5061.MOV,MVI_5061.MOV,morning,train
0002324,INCLUDE/Days_and_Time/82. Morning/MVI_9188.MP4,MVI_9188.MP4,morning,train
0002325,INCLUDE/Days_and_Time/82. Morning/MVI_5507.MOV,MVI_5507.MOV,morning,train
0002326,INCLUDE/Days_and_Time/82. Morning/MVI_5062.MOV,MVI_5062.MOV,morning,train
0002327,INCLUDE/Days_and_Time/82. Morning/MVI_9189.MP4,MVI_9189.MP4,morning,train
0002328,INCLUDE/Days_and_Time/82. Morning/MVI_4654.MOV,MVI_4654.MOV,morning,train
0002329,INCLUDE/Days_and_Time/82. Morning/MVI_4652.MOV,MVI_4652.MOV,morning,train
0002330,INCLUDE/Days_and_Time/82. Morning/MVI_4653.MOV,MVI_4653.MOV,morning,train
0002331,INCLUDE/Days_and_Time/70. Thursday/MVI_5019.MOV,MVI_5019.MOV,thursday,train
0002332,INCLUDE/Days_and_Time/70. Thursday/MVI_5020.MOV,MVI_5020.MOV,thursday,train
0002333,INCLUDE/Days_and_Time/70. Thursday/MVI_9153.MP4,MVI_9153.MP4,thursday,val
0002334,INCLUDE/Days_and_Time/70. Thursday/MVI_9152.MP4,MVI_9152.MP4,thursday,train
0002335,INCLUDE/Days_and_Time/70. Thursday/MVI_4603.MOV,MVI_4603.MOV,thursday,train
0002336,INCLUDE/Days_and_Time/70. Thursday/MVI_9151.MP4,MVI_9151.MP4,thursday,train
0002337,INCLUDE/Days_and_Time/70. Thursday/MVI_4606.MOV,MVI_4606.MOV,thursday,train
0002338,INCLUDE/Days_and_Time/70. Thursday/MVI_4604.MOV,MVI_4604.MOV,thursday,train
0002339,INCLUDE/Days_and_Time/70. Thursday/MVI_4605.MOV,MVI_4605.MOV,thursday,train
0002340,INCLUDE/Days_and_Time/70. Thursday/MVI_5461.MOV,MVI_5461.MOV,thursday,val
0002341,INCLUDE/Days_and_Time/70. Thursday/MVI_5460.MOV,MVI_5460.MOV,thursday,train
0002342,INCLUDE/Days_and_Time/70. Thursday/MVI_5458.MOV,MVI_5458.MOV,thursday,train
0002343,INCLUDE/Days_and_Time/70. Thursday/MVI_5459.MOV,MVI_5459.MOV,thursday,train
0002344,INCLUDE/Days_and_Time/71. Friday/MVI_5026.MOV,MVI_5026.MOV,friday,train
0002345,INCLUDE/Days_and_Time/71. Friday/MVI_5022.MOV,MVI_5022.MOV,friday,train
0002346,INCLUDE/Days_and_Time/71. Friday/MVI_5023.MOV,MVI_5023.MOV,friday,val
0002347,INCLUDE/Days_and_Time/71. Friday/MVI_9155.MP4,MVI_9155.MP4,friday,train
0002348,INCLUDE/Days_and_Time/71. Friday/MVI_4607.MOV,MVI_4607.MOV,friday,train
0002349,INCLUDE/Days_and_Time/71. Friday/MVI_9154.MP4,MVI_9154.MP4,friday,train
0002350,INCLUDE/Days_and_Time/71. Friday/MVI_9156.MP4,MVI_9156.MP4,friday,train
0002351,INCLUDE/Days_and_Time/71. Friday/MVI_4610.MOV,MVI_4610.MOV,friday,train
0002352,INCLUDE/Days_and_Time/71. Friday/MVI_5462.MOV,MVI_5462.MOV,friday,train
0002353,INCLUDE/Days_and_Time/71. Friday/MVI_4608.MOV,MVI_4608.MOV,friday,train
0002354,INCLUDE/Days_and_Time/71. Friday/MVI_5463.MOV,MVI_5463.MOV,friday,train
0002355,INCLUDE/Days_and_Time/71. Friday/MVI_5464.MOV,MVI_5464.MOV,friday,val
